regional ag commodity sources
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional palmfruit,domestic palmfruit,PalmFruit,0.172553,0.212468,0.252901,0.231758,0.250643,0.279418,0.308302,0.331362,0.352783,0.373117,0.39131,0.403566,0.41214,0.418578,0.422197,0.42436,0.425704,0.426379,0.426272,0.42551,0.424229,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional palmfruit,imported palmfruit,traded palmfruit,0.245902,0.644109,1.05422,1.0321,1.17315,1.31845,1.47587,1.63618,1.79712,1.95529,2.10937,2.2244,2.33092,2.42738,2.51477,2.59157,2.65586,2.70761,2.74694,2.77536,2.79304,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional pork,domestic pork,Pork,0.118199,0.170438,0.206154,0.220887,0.250107,0.283808,0.32204,0.364927,0.40913,0.453749,0.49825,0.522554,0.544732,0.564771,0.582816,0.598715,0.61223,0.623422,0.632367,0.638929,0.64333,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional pork,imported pork,traded pork,0.001083,0.0033356,0.0028298,0.005107,0.00650851,0.00763648,0.00896318,0.0102915,0.011716,0.0132585,0.0149927,0.0161786,0.0173146,0.0183805,0.0193375,0.0202301,0.0210097,0.0216641,0.0221756,0.0227167,0.0231895,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional poultry,domestic poultry,Poultry,0.408388,0.469413,0.55387,0.588457,0.665433,0.754248,0.854245,0.965387,1.07964,1.19467,1.30918,1.37327,1.43181,1.48473,1.53243,1.57455,1.61037,1.64004,1.66382,1.68183,1.69442,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional poultry,imported poultry,traded poultry,0.0027196,0.0108869,0.0152498,0.0137474,0.0176389,0.0201226,0.0230366,0.0261493,0.0294197,0.0329512,0.0368127,0.0397212,0.0424119,0.0448646,0.0469588,0.0487806,0.0503116,0.0515131,0.0522846,0.0526436,0.0525586,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional rice,domestic rice,Rice,2.51284,3.63045,5.13385,4.36832,4.87548,5.49003,6.14053,6.83307,7.61988,8.36567,9.01109,9.32921,9.58199,9.78269,9.92908,10.027,10.0863,10.1105,10.0998,10.0614,9.996,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional rice,imported rice,traded rice,0.318846,1.06004,1.17499,1.6079,1.76388,1.9666,2.21187,2.41925,2.52791,2.67366,2.91272,3.18777,3.4718,3.75134,4.0307,4.30351,4.55506,4.78173,4.98253,5.1577,5.30668,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional root_tuber,domestic root_tuber,RootTuber,16.513,26.5977,30.2856,30.0029,33.8388,38.1109,42.7626,47.342,51.9263,56.4465,60.8422,63.9254,66.7082,69.1932,71.3856,73.2849,74.8617,76.1197,77.0596,77.7203,78.1111,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional root_tuber,imported root_tuber,traded root_tuber,0.0,0.0078598,0.0170479,0.0393155,0.0459079,0.052963,0.061295,0.0678972,0.0746685,0.0811513,0.0876661,0.0950427,0.102413,0.109561,0.116524,0.123167,0.129197,0.134428,0.138792,0.142349,0.145016,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional sheepgoat,domestic sheepgoat,SheepGoat,0.365863,0.581421,0.720635,0.749202,0.849198,0.961479,1.08706,1.2253,1.36623,1.50646,1.64425,1.71961,1.78699,1.84649,1.89884,1.94396,1.9802,2.00831,2.029,2.03998,2.04261,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional sheepgoat,imported sheepgoat,traded sheepgoat,0.003883,0.0,0.0,0.0051888,0.00633162,0.00808016,0.010849,0.0149338,0.0203184,0.0276036,0.037017,0.0453774,0.0544906,0.0641652,0.0739918,0.0837409,0.0941218,0.10454,0.114454,0.126362,0.139286,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional sugarcrop,domestic sugarcrop,SugarCrop,14.403,21.2513,22.9222,23.1229,25.6536,28.3676,31.0912,33.6689,36.1477,38.7039,41.2433,43.4392,45.3369,47.0497,48.4685,49.6944,50.7368,51.6108,52.2818,52.7717,53.0884,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional sugarcrop,imported sugarcrop,traded sugarcrop,0.0,0.0,0.667976,1.3643,1.74284,2.11589,2.56016,3.10849,3.68359,4.05712,4.28278,4.40526,4.60133,4.75627,4.98614,5.18714,5.32769,5.39369,5.42037,5.41601,5.37965,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional wheat,domestic wheat,Wheat,1.55989,3.18002,3.84504,4.96519,5.26934,5.61106,5.91065,6.36121,6.79257,7.19484,7.57066,7.60663,7.60889,7.59289,7.55473,7.51331,7.47435,7.43063,7.37823,7.31759,7.24795,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Eastern,regional wheat,imported wheat,traded wheat,1.71215,3.45432,5.4604,4.32109,5.20592,6.17298,7.28984,8.22874,9.18566,10.148,11.0954,12.0089,12.8666,13.6528,14.3736,15.0083,15.5408,15.9805,16.3326,16.6079,16.8098,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional beef,domestic beef,Beef,0.614614,0.947684,1.22863,1.28226,1.41737,1.543,1.67738,1.82534,1.96986,2.11264,2.24766,2.28545,2.31179,2.32598,2.32951,2.32735,2.31908,2.3048,2.28526,2.26028,2.23096,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional beef,imported beef,traded beef,0.163634,0.310763,0.272927,0.356384,0.383786,0.416255,0.456211,0.499488,0.544314,0.58598,0.625731,0.631739,0.634514,0.635939,0.635257,0.629707,0.622599,0.615453,0.609754,0.604911,0.601048,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional biomassOil,regional biomassOil,regional oilcrop,0.0,0.0,0.0,0.0,1.77449,2.33274,2.97043,3.65836,4.43547,5.22368,5.81565,6.24286,6.75394,7.33721,7.8896,8.48068,9.06153,9.58474,10.0045,10.3705,10.7276,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional corn,domestic corn,Corn,5.07242,6.65922,7.60271,8.01906,8.80674,9.62575,10.4943,11.2542,12.0151,12.8345,13.6271,13.9305,14.1291,14.2635,14.3026,14.313,14.3095,14.2781,14.2178,14.116,13.9812,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional corn,imported corn,traded corn,2.9372,8.35036,10.9877,12.1215,12.7758,13.6076,14.4807,15.365,16.1639,16.7755,17.2963,17.5179,17.7367,17.8692,18.0073,18.0797,18.0642,17.9857,17.8983,17.795,17.6803,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional corn for ethanol,regional corn for ethanol,regional corn,0.0,0.0,0.0,0.0,0.433766,0.581475,0.785907,1.01381,1.29117,1.60993,1.89168,2.10664,2.30855,2.51033,2.69252,2.89362,3.09365,3.27658,3.43697,3.58813,3.74475,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional dairy,domestic dairy,Dairy,4.9262,9.60524,11.9257,12.5922,13.7852,15.008,16.3356,17.7476,19.1421,20.4859,21.7474,22.0603,22.2418,22.2533,22.1573,22.091,21.9966,21.8524,21.6738,21.4476,21.1893,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional dairy,imported dairy,traded dairy,2.76835,3.10109,4.07637,4.10816,4.48896,4.78657,5.10498,5.47324,5.83051,6.18244,6.51454,6.63135,6.73425,6.87447,6.99596,6.98308,6.92243,6.85225,6.77855,6.70745,6.63534,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional fibercrop,domestic fibercrop,FiberCrop,0.910107,0.608207,0.418528,0.365601,0.392567,0.417438,0.441496,0.473658,0.504021,0.533195,0.558209,0.564478,0.567572,0.567792,0.565391,0.561102,0.555164,0.54766,0.539478,0.527521,0.513377,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional fibercrop,imported fibercrop,traded fibercrop,0.244549,0.0,0.0499237,0.100898,0.104144,0.107414,0.109571,0.106223,0.102703,0.0989132,0.096674,0.0978863,0.0984957,0.0987214,0.0985454,0.0979338,0.0972733,0.0967506,0.0962813,0.0971171,0.0987816,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional misccrop,domestic misccrop,MiscCrop,25.4542,45.1354,52.8457,56.4744,61.1146,65.5163,70.0152,73.9819,77.731,81.2149,84.3098,85.5398,86.3243,86.7082,86.7056,86.3721,85.8104,85.0753,84.2282,83.2494,82.1741,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional misccrop,imported misccrop,traded misccrop,0.0,0.0,0.0,2.68546,2.92422,3.13671,3.35393,3.54585,3.73168,3.902,4.05608,4.1107,4.14811,4.17237,4.18222,4.17611,4.15614,4.12597,4.09122,4.0502,4.0038,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional oilcrop,domestic oilcrop,OilCrop,1.96587,3.06127,3.57127,3.70888,4.38208,4.78471,5.19285,5.42373,5.65993,5.9242,6.11943,6.33193,6.49927,6.64433,6.72009,6.78982,6.86527,6.93366,6.97223,6.98575,6.98305,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional oilcrop,imported oilcrop,traded oilcrop,1.65145,3.67738,5.40151,6.89168,8.50607,9.35739,10.2735,11.4018,12.5629,13.6216,14.5208,15.0079,15.574,16.1557,16.7134,17.2282,17.6534,17.9863,18.2256,18.4145,18.5905,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional othergrain,domestic othergrain,OtherGrain,5.18469,4.90116,5.53007,5.46489,5.78159,6.20606,6.64835,7.04861,7.43295,7.81903,8.19606,8.29021,8.33495,8.33762,8.30561,8.25301,8.19326,8.12358,8.04581,7.95592,7.85361,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional othergrain,imported othergrain,traded othergrain,0.69452,1.04117,1.07107,1.46046,1.5536,1.68608,1.81451,1.93985,2.07348,2.20313,2.32767,2.32026,2.29128,2.24904,2.19865,2.14498,2.0854,2.02689,1.97659,1.93106,1.89157,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional palmfruit,imported palmfruit,traded palmfruit,0.355493,0.772283,0.833307,0.541413,0.579037,0.613485,0.645487,0.673713,0.69939,0.722156,0.74103,0.75196,0.758969,0.762504,0.762648,0.759862,0.755037,0.748648,0.741237,0.732651,0.723192,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional pork,domestic pork,Pork,0.00342,0.00276239,0.0016968,8.8E-4,9.71254E-4,0.00105629,0.00114984,0.00125112,0.00135061,0.00144554,0.00153415,0.00155442,0.001567,0.00156949,0.00156545,0.00156071,0.00155324,0.00154229,0.00152908,0.00151308,0.00149534,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional pork,imported pork,traded pork,6.164E-4,6.06998E-4,6.34799E-4,1.827E-4,1.94655E-4,2.09743E-4,2.25799E-4,2.4406E-4,2.62661E-4,2.82469E-4,3.02234E-4,3.09927E-4,3.15906E-4,3.23348E-4,3.2914E-4,3.28863E-4,3.2641E-4,3.23567E-4,3.20538E-4,3.17373E-4,3.13798E-4,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional poultry,domestic poultry,Poultry,1.24184,2.35934,2.9675,3.61078,3.96374,4.3066,4.68238,5.09041,5.49335,5.88354,6.25201,6.34513,6.40804,6.44225,6.44998,6.43492,6.40278,6.3574,6.30381,6.24054,6.17031,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional poultry,imported poultry,traded poultry,0.0169549,0.0174286,0.0785342,0.148184,0.160571,0.172171,0.184501,0.199893,0.215219,0.231512,0.247001,0.252847,0.255605,0.256547,0.255023,0.252357,0.249358,0.245964,0.242088,0.237559,0.232358,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional rice,domestic rice,Rice,3.02887,5.43569,5.63195,5.09874,5.53191,5.95492,6.38828,6.77396,7.18193,7.54991,7.8528,7.97024,8.04282,8.07679,8.07229,8.03616,7.9787,7.90512,7.81962,7.72074,7.6118,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional rice,imported rice,traded rice,0.0,0.0,0.0,0.720986,0.75815,0.788311,0.819157,0.846518,0.828243,0.824547,0.849613,0.855373,0.860336,0.863401,0.86599,0.866986,0.866505,0.864794,0.863965,0.863042,0.862087,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional root_tuber,domestic root_tuber,RootTuber,4.20289,6.84941,9.8389,12.1549,13.1006,13.9867,14.8674,15.6548,16.3914,17.07,17.6635,17.9204,18.0833,18.1623,18.1597,18.0868,17.9657,17.8084,17.6276,17.4193,17.1907,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional root_tuber,imported root_tuber,traded root_tuber,0.0707986,0.0,0.0,0.337899,0.369184,0.397961,0.427815,0.442998,0.457936,0.468912,0.477984,0.485798,0.492503,0.498362,0.503419,0.5074,0.509784,0.510523,0.510581,0.509708,0.50804,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional sheepgoat,domestic sheepgoat,SheepGoat,0.426282,0.512037,0.626032,0.669512,0.737335,0.80339,0.875951,0.955172,1.03349,1.10975,1.18195,1.20005,1.21196,1.21805,1.21881,1.21555,1.20908,1.20003,1.18929,1.1765,1.1622,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional sheepgoat,imported sheepgoat,traded sheepgoat,0.0098794,0.0196093,0.0098246,0.0101764,0.00975692,0.00927507,0.00902253,0.00911247,0.00932041,0.00956531,0.00983993,0.00991272,0.0100786,0.0104635,0.0108856,0.0109478,0.0110327,0.0112038,0.0114699,0.0118928,0.0124247,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional sugarcrop,domestic sugarcrop,SugarCrop,16.2638,24.0497,25.9214,29.9237,31.5864,33.2962,34.8928,36.1266,37.228,38.5248,39.8258,40.8851,41.5738,42.0524,42.2094,42.1887,42.0646,41.867,41.5837,41.2081,40.7605,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional sugarcrop,imported sugarcrop,traded sugarcrop,1.71665,2.38688,3.08578,3.80358,4.3805,4.82884,5.26406,5.89562,6.50427,6.71848,6.67499,6.24565,5.94333,5.6284,5.4286,5.22891,5.01222,4.77226,4.55505,4.35479,4.17164,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional wheat,domestic wheat,Wheat,9.93491,16.2364,16.7265,19.7537,21.2325,22.8747,24.5761,26.4264,28.2002,29.9638,31.6914,32.1729,32.4853,32.6555,32.6701,32.589,32.4539,32.2586,31.9901,31.6499,31.2403,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Northern,regional wheat,imported wheat,traded wheat,13.0865,14.9665,20.2579,20.0084,21.5153,23.0748,24.6765,25.7412,26.7841,27.7017,28.4304,28.723,28.8503,28.8357,28.7068,28.4545,28.0995,27.7117,27.3615,27.0137,26.6846,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional beef,domestic beef,Beef,0.496241,0.660965,0.70023,0.718971,0.792551,0.886861,0.991533,1.10648,1.22294,1.33681,1.44748,1.50852,1.56453,1.61609,1.66386,1.70735,1.74626,1.78086,1.81087,1.83559,1.85433,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional beef,imported beef,traded beef,0.0,0.0077783,0.0240556,0.0691973,0.0851085,0.111901,0.149881,0.196604,0.25066,0.311657,0.379349,0.42342,0.464809,0.50366,0.539146,0.570031,0.597694,0.621932,0.641355,0.656808,0.669235,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional biomassOil,regional biomassOil,regional oilcrop,0.0,0.0,0.0,0.0,0.0536454,0.111558,0.180032,0.264024,0.381697,0.53547,0.722307,0.909201,1.11155,1.32997,1.56087,1.79698,2.04376,2.30708,2.57521,2.84185,3.21093,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional corn,domestic corn,Corn,7.59251,10.1352,14.1888,14.5124,17.6998,21.3501,25.2793,29.2564,33.6073,38.2416,42.7471,45.7189,48.2268,50.3893,52.2028,53.6226,54.7304,55.5785,56.1837,56.5494,57.1952,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional corn,imported corn,traded corn,1.07825,1.16852,0.988714,0.771199,0.945369,1.16257,1.40758,1.58568,1.76787,1.92969,2.0653,2.36985,2.69201,3.00757,3.34167,3.63735,3.88975,4.11179,4.30324,4.4617,4.69371,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional corn for ethanol,regional corn for ethanol,regional corn,0.0,0.0,0.0,0.163772,1.82595,3.63977,5.53707,7.40283,9.60937,12.1095,14.4797,16.1247,17.4502,18.5418,19.4257,20.0244,20.4003,20.6191,20.7229,20.7098,21.2226,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional dairy,domestic dairy,Dairy,1.63941,2.51127,2.90863,3.26147,3.58538,4.00581,4.48132,5.00975,5.55986,6.10982,6.6602,6.98445,7.28272,7.55874,7.81447,8.04558,8.25313,8.43833,8.59809,8.72846,8.83285,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional dairy,imported dairy,traded dairy,0.345182,0.28621,0.409066,0.582874,0.698544,0.856005,1.05244,1.27816,1.51993,1.77838,2.04893,2.22474,2.38933,2.5425,2.6814,2.80227,2.90929,3.00148,3.07398,3.13149,3.17183,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional fibercrop,domestic fibercrop,FiberCrop,0.424938,0.509317,0.691416,0.309713,0.342253,0.382529,0.42551,0.471527,0.518415,0.564317,0.60872,0.640097,0.668532,0.694344,0.717419,0.737496,0.755049,0.770023,0.781746,0.790442,0.795129,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional fibercrop,imported fibercrop,traded fibercrop,0.0,0.0,0.0,0.0564896,0.0624907,0.0670176,0.0720561,0.0750791,0.0772862,0.078934,0.0813025,0.0869733,0.0927091,0.0983574,0.103945,0.109097,0.113764,0.118025,0.121901,0.125245,0.128435,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional misccrop,domestic misccrop,MiscCrop,6.78411,11.9854,16.0504,21.3949,23.9556,26.9075,30.1266,33.332,36.5815,39.7827,42.9212,45.3005,47.4786,49.4764,51.2876,52.8783,54.2757,55.4814,56.4547,57.2038,57.7312,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional misccrop,imported misccrop,traded misccrop,0.0,0.112283,0.0,0.592113,0.659569,0.735991,0.82134,0.905628,0.991118,1.07462,1.15746,1.23198,1.30295,1.36984,1.43241,1.48837,1.53849,1.58281,1.62003,1.64951,1.67245,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional oilcrop,domestic oilcrop,OilCrop,0.748839,1.55053,2.35035,2.95855,3.36679,3.80965,4.27996,4.78087,5.31838,5.88792,6.47263,6.90908,7.31618,7.70729,8.06672,8.40163,8.72139,9.02859,9.30849,9.55719,9.83622,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional oilcrop,imported oilcrop,traded oilcrop,0.116111,0.255913,0.225392,0.372779,0.397979,0.445844,0.506888,0.557353,0.60782,0.649844,0.698805,0.803606,0.926106,1.05507,1.20119,1.34394,1.48244,1.621,1.75689,1.88907,2.05664,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional othergrain,domestic othergrain,OtherGrain,1.45403,1.60724,1.90355,1.69977,1.88984,2.10595,2.33352,2.57894,2.82863,3.07468,3.3157,3.44576,3.55852,3.65726,3.74216,3.81414,3.87684,3.92791,3.96647,3.99327,4.00046,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional othergrain,imported othergrain,traded othergrain,0.124023,0.301849,0.394389,0.441137,0.504012,0.575514,0.658357,0.722554,0.785729,0.846362,0.905013,1.00841,1.10985,1.20785,1.30166,1.38687,1.46239,1.53072,1.58882,1.63663,1.68201,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional palmfruit,domestic palmfruit,PalmFruit,1.11831,1.12592,1.17521,1.13969,1.28186,1.43529,1.59754,1.75048,1.90248,2.05187,2.19531,2.30645,2.40174,2.48555,2.55527,2.61321,2.66155,2.70079,2.73039,2.75077,2.76012,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional palmfruit,imported palmfruit,traded palmfruit,0.0027424,0.474601,0.478845,0.489896,0.541481,0.604721,0.674342,0.752789,0.833779,0.912112,0.990257,1.0567,1.12416,1.18974,1.25554,1.31666,1.37298,1.42405,1.46731,1.50292,1.53289,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional pork,domestic pork,Pork,0.0814472,0.217194,0.277551,0.393494,0.426091,0.481434,0.549344,0.629759,0.715414,0.804576,0.894508,0.948031,0.996128,1.03971,1.0789,1.11256,1.14191,1.16716,1.18752,1.20291,1.21821,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional pork,imported pork,traded pork,0.0085417,0.0382316,0.0854988,0.116757,0.142022,0.16538,0.190386,0.215442,0.241118,0.266216,0.292907,0.307729,0.322978,0.338206,0.353179,0.367927,0.381909,0.394971,0.406825,0.417636,0.422692,Mt,
"Reference,date=2020-21-10T21:21:20+17:00",Africa_Southern,regional poultry,domestic poultry,Poultry,0.222162,0.36362,0.444108,0.509041,0.532792,0.605057,0.695872,0.801552,0.91536,1.03471,1.15479,1.22465,1.28663,1.34211,1.39183,1.43376,1.46948,1.49978,1.52455,1.54434,1.57018,Mt,
